Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Demo1,,,,2019-08-07 11:50:23,2019-08-07 11:50:27,3.156s,FAILED
,,,,,,,
Test Cases/OM_ExistingBuildings/TC_FacilityMaintenanceandRenovationPolicy,,,,2019-08-07 11:50:24,2019-08-07 11:50:26,2.367s,FAILED
Start listener action : sampleBeforeTestCase,,,,2019-08-07 11:50:24,2019-08-07 11:50:24,0.327s,PASSED
runWithCucumberRunner(runner_OM_ExistingBuildings.FacilityMaintenanceandRenovationPolicyTestRunner),,,,2019-08-07 11:50:25,2019-08-07 11:50:26,1.649s,FAILED
