Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Demo1,,,,2019-08-07 11:36:03,2019-08-07 11:36:06,3.303s,FAILED
,,,,,,,
Test Cases/OM_ExistingBuildings/TC_FacilityMaintenanceandRenovationPolicy,,,,2019-08-07 11:36:04,2019-08-07 11:36:06,2.516s,FAILED
Start listener action : sampleBeforeTestCase,,,,2019-08-07 11:36:04,2019-08-07 11:36:04,0.282s,PASSED
runWithCucumberRunner(runner_OM_ExistingBuildings.FacilityMaintenanceandRenovationPolicyTestRunner),,,,2019-08-07 11:36:04,2019-08-07 11:36:06,1.861s,FAILED
